http://citydata.wu.ac.at/resource/12/000250#000001	Ghilizane (Relizane)	1998	104644
http://citydata.wu.ac.at/resource/12/000250#000001	Ghilizane (Relizane)	2008	432386
http://citydata.wu.ac.at/resource/12/000260#000001	Guelma	1998	108682
http://citydata.wu.ac.at/resource/12/000260#000001	Guelma	2008	363716
http://citydata.wu.ac.at/resource/12/000270#000001	Jijel	1998	106306
http://citydata.wu.ac.at/resource/12/000270#000001	Jijel	2008	391096
http://citydata.wu.ac.at/resource/12/000280#000001	Khenchela	2008	288849
http://citydata.wu.ac.at/resource/12/000290#000001	Laghouat	2008	371204
http://citydata.wu.ac.at/resource/12/000300#000001	Lemdiyya (Médéa)	1998	128427
http://citydata.wu.ac.at/resource/12/000300#000001	Lemdiyya (Médéa)	2008	519383
http://citydata.wu.ac.at/resource/12/000330#000001	Mestghanem (Mostaganem)	1998	125911
http://citydata.wu.ac.at/resource/12/000330#000001	Mestghanem (Mostaganem)	2008	338143
http://citydata.wu.ac.at/resource/12/000335#000001	Mila	2008	440735
http://citydata.wu.ac.at/resource/12/000340#000001	Mouaskar (Mascara)	2008	513432
http://citydata.wu.ac.at/resource/12/000350#000001	M'Sila	1998	102151
http://citydata.wu.ac.at/resource/12/000350#000001	M'Sila	2008	666848
http://citydata.wu.ac.at/resource/12/000353#000001	Naama	2008	160381
http://citydata.wu.ac.at/resource/12/000355#000001	Oum El Bouaghi	2008	467997
http://citydata.wu.ac.at/resource/12/000360#000001	Qacentina (Constantine)	1998	465021
http://citydata.wu.ac.at/resource/12/000360#000001	Qacentina (Constantine)	2008	717646
http://citydata.wu.ac.at/resource/12/000370#000001	Saïda	1998	113533
http://citydata.wu.ac.at/resource/12/000370#000001	Saïda	2008	248939
http://citydata.wu.ac.at/resource/12/000380#000001	Sidi-bel-Abbès	1998	183931
http://citydata.wu.ac.at/resource/12/000380#000001	Sidi-bel-Abbès	2008	517836
http://citydata.wu.ac.at/resource/12/000390#000001	Skikda	1998	153531
http://citydata.wu.ac.at/resource/12/000390#000001	Skikda	2008	543402
http://citydata.wu.ac.at/resource/12/000400#000001	Souq Ahras	1998	114512
http://citydata.wu.ac.at/resource/12/000400#000001	Souq Ahras	2008	308319
http://citydata.wu.ac.at/resource/12/000410#000001	Stif (Sétif)	1998	214842
http://citydata.wu.ac.at/resource/12/000410#000001	Stif (Sétif)	2008	856457
http://citydata.wu.ac.at/resource/12/000415#000001	Tamanrasset	2008	136822
http://citydata.wu.ac.at/resource/12/000420#000001	Tbessa (Tébessa)	1998	154335
http://citydata.wu.ac.at/resource/12/000420#000001	Tbessa (Tébessa)	2008	515786
http://citydata.wu.ac.at/resource/12/000430#000001	Tihert (Tiaret)	1998	148850
http://citydata.wu.ac.at/resource/12/000430#000001	Tihert (Tiaret)	2008	637991
http://citydata.wu.ac.at/resource/12/000440#000001	Tilimsen (Tlemcen)	1998	156258
http://citydata.wu.ac.at/resource/12/000440#000001	Tilimsen (Tlemcen)	2008	672490
http://citydata.wu.ac.at/resource/12/000443#000001	Tipaza	2008	343838
http://citydata.wu.ac.at/resource/12/000445#000001	Tissemsilt	2008	193011
http://citydata.wu.ac.at/resource/12/000450#000001	Tizi Ouzou	2008	585775
http://citydata.wu.ac.at/resource/12/000460#000001	Touggourt	1998	114183
http://citydata.wu.ac.at/resource/12/000470#000001	Wahran (Oran)	1998	705335
http://citydata.wu.ac.at/resource/12/000470#000001	Wahran (Oran)	2008	1165687
http://citydata.wu.ac.at/resource/12/000480#000001	Wargla (Ouargla)	1998	139381
http://citydata.wu.ac.at/resource/12/000480#000001	Wargla (Ouargla)	2008	473543
http://citydata.wu.ac.at/resource/120/004950#000001	Bafoussam	1976	62239
http://citydata.wu.ac.at/resource/120/004950#000001	Bafoussam	1987	112681
http://citydata.wu.ac.at/resource/120/004950#000001	Bafoussam	2005	239287
http://citydata.wu.ac.at/resource/120/004960#000001	Bamenda	1976	48111
http://citydata.wu.ac.at/resource/120/004960#000001	Bamenda	1987	110142
http://citydata.wu.ac.at/resource/120/004960#000001	Bamenda	2005	269530
http://citydata.wu.ac.at/resource/120/004970#000001	Bertoua	2005	88462
http://citydata.wu.ac.at/resource/120/004980#000001	Douala	1976	458426
http://citydata.wu.ac.at/resource/120/004980#000001	Douala	1987	809852
http://citydata.wu.ac.at/resource/120/004980#000001	Douala	2005	1907479
http://citydata.wu.ac.at/resource/120/004990#000001	Edéa	2005	66581
http://citydata.wu.ac.at/resource/120/005000#000001	Garoua	1976	63900
http://citydata.wu.ac.at/resource/120/005000#000001	Garoua	1987	141839
http://citydata.wu.ac.at/resource/120/005000#000001	Garoua	2005	235996
http://citydata.wu.ac.at/resource/120/005010#000001	Kousséri	2005	89123
http://citydata.wu.ac.at/resource/120/005020#000001	Kumba	1976	44175
http://citydata.wu.ac.at/resource/120/005020#000001	Kumba	1987	70112
